Edge_ID,Source_ID,Citing_Title,Citing_Year,Citing_Venue_Raw,Citing_DOI,Article_URL,Full_Text_URL,Citing_Authors_Raw,Context_Priority,Phase3_Fast_Attempted,Phase3_Fast_Match_Source,Phase3_Fast_Title_Score,Phase3_Fast_OpenAlex_ID,Phase3_Fast_Canonical_DOI,Phase3_Fast_Authors,Phase3_Fast_Institutions,Phase3_Fast_Countries,Final_Independence_Class,Final_Independence_Confidence,Final_Independence_Note,Overlapping_Source_Authors,Phase3_Fast_Changed
E068,P01,Research and Commercialization Progress of Wearable Multiphysiological Parameter Sensors,2026,Advanced Materials …,10.1002/admt.202502287,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/admt.202502287,,"P Zhu, Y Liu, H Zheng, B Shi",High,No,Not needed,,,10.1002/admt.202502287,"P Zhu, Y Liu, H Zheng, B Shi",,,,,,,No
E069,P01,Geometrically asymmetric pressure sensor with precious few electrodes achieves precise detection of both position and strength by machine learning,2024,Chemical Engineering Journal,,https://www.sciencedirect.com/science/article/pii/S1385894724070815,,"T Yuan, R Yin, C Li, Z Fan, L Pan",High,No,Not needed,,,,"T Yuan, R Yin, C Li, Z Fan, L Pan",,,,,,,No
E070,P01,All-in-one leather-based flexible capacitive pressure sensor for human monitoring and wearable comfort,2026,Advanced Fiber …,10.1007/s42765-025-00670-2,https://link.springer.com/article/10.1007/s42765-025-00670-2,,"K Chen, B Lyu, D Gao, Z Yi, Y Wang, C Zheng…",Pending,No,Not needed,,,10.1007/s42765-025-00670-2,"K Chen, B Lyu, D Gao, Z Yi, Y Wang, C Zheng…",,,,,,,No
E071,P01,High-Performance Flexible Piezoresistive Sensor with Egg-Carton-Like Surface Microstructure for Health Monitoring,2025,ACS Applied Electronic …,10.1021/acsaelm.5c00221,https://pubs.acs.org/doi/abs/10.1021/acsaelm.5c00221,,"C Yu, F Lv, B Liu, Z Hong, Y Wu, J Li…",Pending,No,Not needed,,,10.1021/acsaelm.5c00221,"C Yu, F Lv, B Liu, Z Hong, Y Wu, J Li…",,,,,,,No
E072,P01,Highly stretchable serpentine-shaped strain sensor based on 3-D printing for gestures recognition,2024,IEEE Transactions on …,,https://ieeexplore.ieee.org/abstract/document/10739361/,,"P Zhang, C Guo, L Huang, Y Li…",Low,No,Not needed,,,,"P Zhang, C Guo, L Huang, Y Li…",,,,,,,No
E073,P01,A review of epidermal flexible pressure sensing arrays,2023,Biosensors,,https://www.mdpi.com/2079-6374/13/6/656,https://www.mdpi.com/2079-6374/13/6/656,"X Nan, Z Xu, X Cao, J Hao, X Wang, Q Duan, G Wu…",Pending,No,Not needed,,,,"X Nan, Z Xu, X Cao, J Hao, X Wang, Q Duan, G Wu…",,,,,,,No
E074,P01,Synergistic fusion of mechanotransduction and power supplying functions towards highly compact and fully self-powered smart wearables,2025,Nano Energy,,https://www.sciencedirect.com/science/article/pii/S221128552401276X,,"Y Song, Y Zhang, S Lin, Z Long, S Chen, H Tan…",Pending,No,Not needed,,,,"Y Song, Y Zhang, S Lin, Z Long, S Chen, H Tan…",,,,,,,No
E075,P01,A self-cleaning intraoral flex-occlusometer based on superhydrophobic capacitive sensors for dental health monitoring,2024,Journal of Materials …,,https://pubs.rsc.org/ta/article-abstract/12/29/18423/874037,https://pubs.rsc.org/ta/article/12/29/18423/874037,"X Sun, Z Dai, Z Zhang, X Fan, Z Fu, H Zhu…",Pending,No,Not needed,,,,"X Sun, Z Dai, Z Zhang, X Fan, Z Fu, H Zhu…",,,,,,,No
E076,P01,Advanced intelligent E-Skin: Multimodal sensing to AI-Driven clinical monitoring,2026,Materials Today,,https://www.sciencedirect.com/science/article/pii/S136970212600057X,,"Z Yu, J Feng, W Dou, X Ge, D He, M Zhang, H Wang…",Medium,No,Not needed,,,,"Z Yu, J Feng, W Dou, X Ge, D He, M Zhang, H Wang…",,,,,,,No
E077,P01,All-in-one multifunctional and deformation-insensitive carbon nanotube nerve patches enabling on-demand interactions,2024,Nano Energy,,https://www.sciencedirect.com/science/article/pii/S2211285523009412,,"C Zhang, M Wei, Z Chen, W Lin, S Yu, Y Xu, C Wei…",Low,No,Not needed,,,,"C Zhang, M Wei, Z Chen, W Lin, S Yu, Y Xu, C Wei…",,,,,,,No
E078,P01,Flexible piezoresistive sensors based on PPy particles encapsulating natural flat silkworm cocoons,2025,Langmuir,10.1021/acs.langmuir.5c04791,https://pubs.acs.org/doi/abs/10.1021/acs.langmuir.5c04791,,"S Wang, Y Wang, Y Yang, J Luo, S Li, J Liu, Y Ma…",Low,No,Not needed,,,10.1021/acs.langmuir.5c04791,"S Wang, Y Wang, Y Yang, J Luo, S Li, J Liu, Y Ma…",,,,,,,No
E079,P01,Recent advances of flexible pressure sensors: a review,2025,IEEE Sensors …,,https://ieeexplore.ieee.org/abstract/document/11202384/,,"Y Zheng, Y Xiao, H Zhou, H Nong, C Zhang…",Medium,No,Not needed,,,,"Y Zheng, Y Xiao, H Zhou, H Nong, C Zhang…",,,,,,,No
E080,P01,Room-temperature dynamic and creep-resistant covalent adaptive networks via phase-locked benzimidazole urea bonds: toward recyclable elastomers for wearable …,2024,… Sustainable Chemistry & …,,https://pubs.acs.org/ascecg/article-abstract/12/1/512/142297,,"M Xie, X Wang, J Lai, X Lu, Z Wang…",Medium,No,Not needed,,,,"M Xie, X Wang, J Lai, X Lu, Z Wang…",,,,,,,No
E081,P01,Pressure and temperature dual-parameter sensor based on natural wood for portable health-monitoring devices,2023,ACS Sustainable …,10.1021/acssuschemeng.3c04237,https://pubs.acs.org/doi/abs/10.1021/acssuschemeng.3c04237,,"H Zhang, Q Zhang, J Liang, B Li, J Zang…",High,No,Not needed,,,10.1021/acssuschemeng.3c04237,"H Zhang, Q Zhang, J Liang, B Li, J Zang…",,,,,,,No
E082,P01,"Ultra‐Sensitive, Ultra‐Linear, Temperature‐Robust Yarn Sensor for Intelligent Monitoring Under Harsh Thermal Condition",2026,Advanced Functional …,10.1002/adfm.77096,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adfm.77096,,"W Fan, B Yu, J Li, Y Chen, P Li, W Fan…",Pending,No,Not needed,,,10.1002/adfm.77096,"W Fan, B Yu, J Li, Y Chen, P Li, W Fan…",,,,,,,No
E083,P01,Laser-induced graphene for multifunctional and intelligent wearable systems: For health care and human–computer interaction,2023,Applied Sciences,,https://www.mdpi.com/2076-3417/13/8/4688,https://www.mdpi.com/2076-3417/13/8/4688,"TR Cui, D Li, T Hirtz, WC Shao, ZB Zhou, SR Ji, X Li…",Medium,No,Not needed,,,,"TR Cui, D Li, T Hirtz, WC Shao, ZB Zhou, SR Ji, X Li…",,,,,,,No
E084,P01,Flexible sphere elastomer structural pressure sensor for non-invasive pulse wave monitoring,2024,ACS Applied …,,https://pubs.acs.org/aaembp/article-abstract/6/9/6665/349991,,"W Zhang, M Zou, Y Wang, X Wang, H Zhu…",High,No,Not needed,,,,"W Zhang, M Zou, Y Wang, X Wang, H Zhu…",,,,,,,No
E085,P01,Piezo-ionic materials and structures for complex shear field monitoring,2025,… Applied Materials & …,,https://pubs.acs.org/aamick/article-abstract/17/28/41350/3638314,https://pubs.acs.org/aamick/article/17/28/41350/3638314,"D Kang, J Kim, S Gonzalez Munoz, J Jeon…",Pending,No,Not needed,,,,"D Kang, J Kim, S Gonzalez Munoz, J Jeon…",,,,,,,No
E086,P01,A wearable device based on the ionic liquid decorated sponge-like ultraviolet-curable resin for recognizing human mental health conditions,2023,Nano Energy,,https://www.sciencedirect.com/science/article/pii/S2211285523008765,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4570207,"F Yin, N Hongsen, YK Shin, Y Li, ES Kim, NY Kim",High,No,Not needed,,,,"F Yin, N Hongsen, YK Shin, Y Li, ES Kim, NY Kim",,,,,,,No
E087,P01,"Application of sensing devices in the detection of oral, pulmonary, and gastrointestinal diseases",2024,Chemosensors,,https://www.mdpi.com/2227-9040/12/4/57,https://www.mdpi.com/2227-9040/12/4/57,"W Yu, S Mou, X Zhang, J Sun, Y Xue, H Xiong, KJ Hsia…",Pending,No,Not needed,,,,"W Yu, S Mou, X Zhang, J Sun, Y Xue, H Xiong, KJ Hsia…",,,,,,,No
E088,P01,Multiple artificial mechanoreceptor-embedded waterproof ciliated E-skin via direct-ink-writing vertically 3D printing toward health management of seafarers,2025,Journal of Materials …,,https://pubs.rsc.org/ta/article-abstract/13/45/39174/915270,,"C Jiang, Z Yu, C Liu, S Wang, T Zhu, J Shen…",Exclude,No,Not needed,,,,"C Jiang, Z Yu, C Liu, S Wang, T Zhu, J Shen…",,,,,,,No
E089,P01,Ultrasensitive flexible pressure sensor for soft contraction detection,2024,Sensors and Actuators B …,,https://www.sciencedirect.com/science/article/pii/S0925400524007354,https://upcommons.upc.edu/bitstreams/67f04254-fb06-42a4-8f7c-f1f51b00bea2/download,"BG Molina, J Sanz-Farnos, S Sánchez…",Medium,No,Not needed,,,,"BG Molina, J Sanz-Farnos, S Sánchez…",,,,,,,No
E090,P01,Multifunctional Pressure/Strain Sensor Based on Dual-Layer Mxene/TiO2/TPU and Its Application in Gesture Recognition,2025,IEEE Transactions …,,https://ieeexplore.ieee.org/abstract/document/10967040/,,"N Yang, X Yin, H Wang, Y Hui, X Zhou…",Low,No,Not needed,,,,"N Yang, X Yin, H Wang, Y Hui, X Zhou…",,,,,,,No
E091,P01,A Dual‐Modal Programmable E‐Skin with Tunable In‐Sensor Touch Computing,2026,Advanced Functional …,10.1002/adfm.202530875,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adfm.202530875,,"Y Hu, Z Huang, Y Luo, S Yu, H Chen…",Pending,No,Not needed,,,10.1002/adfm.202530875,"Y Hu, Z Huang, Y Luo, S Yu, H Chen…",,,,,,,No
E092,P01,Multi-performance co-optimization of flexible piezoresistive sensors based on bionic strategies,2025,Sensors and Actuators A: Physical,,https://www.sciencedirect.com/science/article/pii/S0924424725005424,,"J Fan, J Ding, C Ma, L Wang, Z Han",Low,No,Not needed,,,,"J Fan, J Ding, C Ma, L Wang, Z Han",,,,,,,No
E093,P01,Synergistic Effect of Gradient Conductivity and Gradient Microstructures Enabled Ultrasensitive and Ultrabroad Linear Flexible Tactile Sensors,2026,Advanced …,10.1002/advs.76197,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/advs.76197,https://advanced.onlinelibrary.wiley.com/doi/pdf/10.1002/advs.76197,"Y Fang, Y Wang, B Zheng, L Yang, J Yue…",Pending,No,Not needed,,,10.1002/advs.76197,"Y Fang, Y Wang, B Zheng, L Yang, J Yue…",,,,,,,No
E094,P01,Applications of flexible materials in health management assisted by machine learning,2025,RSC advances,,https://pubs.rsc.org/ra/article-abstract/15/28/22386/906852,https://pubs.rsc.org/ra/article-pdf/15/28/22386/10590978/d5ra02594j.pdf,"S Zhou, J Li, F Meng, M Chen, J Cao, X Li",Low,No,Not needed,,,,"S Zhou, J Li, F Meng, M Chen, J Cao, X Li",,,,,,,No
E095,P01,In‐Situ Polymerization MXene@ PAF‐1 for Triboelectric Nanogenerators With High Surface Charge Density Toward Self‐Powered Cardiovascular Assessment,2026,Advanced Functional …,10.1002/adfm.76816,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adfm.76816,,"Z Zhang, M Sun, RM Yang, W Li, C Liu…",Pending,No,Not needed,,,10.1002/adfm.76816,"Z Zhang, M Sun, RM Yang, W Li, C Liu…",,,,,,,No
E096,P01,Dual-parameter and high-density sensor array based on a-IGZO thin film transistors,2024,IEEE Electron …,,https://ieeexplore.ieee.org/abstract/document/10516265/,,"J Zhang, C Cheng, H Zhang, J Zhou…",Medium,No,Not needed,,,,"J Zhang, C Cheng, H Zhang, J Zhou…",,,,,,,No
E097,P01,Manipulating 2D Nanomaterials: Shaping the Future of Intelligent Wearable Health Monitoring Devices,2026,ACS nano,10.1021/acsnano.5c21609,https://pubs.acs.org/doi/abs/10.1021/acsnano.5c21609,,"S Yuan, J Deng, L Li",High,No,Not needed,,,10.1021/acsnano.5c21609,"S Yuan, J Deng, L Li",,,,,,,No
E098,P01,Low modulus coupling circuits: A feasible strategy for achieving highly sensitive linear pressure sensing in fiber crossbars,2024,Advanced Functional …,10.1002/adfm.202405099,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adfm.202405099,,"X Qu, S Zhang, Z Zhu, Z Han, J Li…",Low,No,Not needed,,,10.1002/adfm.202405099,"X Qu, S Zhang, Z Zhu, Z Han, J Li…",,,,,,,No
E099,P01,Facile Strategy for Preparing Crosstalk-Free and Stabilized Flexible Pressure Sensing Array with Inverted Micropyramids on a Substrate,2025,ACS Applied Electronic Materials,10.1021/acsaelm.5c00067,https://pubs.acs.org/doi/abs/10.1021/acsaelm.5c00067,,"FC Su, HX Huang",Low,No,Not needed,,,10.1021/acsaelm.5c00067,"FC Su, HX Huang",,,,,,,No
E100,P01,Multimodal Electronic Skin Integrating Discrete Wavelet Transform and Deep Learning for Accurate Tactile Perception,2026,Advanced Functional …,10.1002/adfm.75219,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adfm.75219,,"H Kong, X Chen, G Huang, Y Long…",High,No,Not needed,,,10.1002/adfm.75219,"H Kong, X Chen, G Huang, Y Long…",,,,,,,No
E101,P01,Ion Coordination–Reduction Synergy Constructs CNFene/Cu Nanoparticles to Regenerate Silk Fibroin Fibers for Reliable and Precise Smart Pulse Diagnosis,2026,Advanced Fiber Materials,10.1007/s42765-026-00722-1,https://link.springer.com/article/10.1007/s42765-026-00722-1,,"S Ruan, S Zhu, Y Dong, R Gong, HY Yu",High,No,Not needed,,,10.1007/s42765-026-00722-1,"S Ruan, S Zhu, Y Dong, R Gong, HY Yu",,,,,,,No
E102,P01,Quasi static pressure tolerant triboelectric textile sensor array for intelligent pulse diagnosis in traditional Chinese medicine,2025,Sensors and Actuators A …,,https://www.sciencedirect.com/science/article/pii/S092442472501204X,,"X Wang, W Guo, X Jiao, Z Jin, C Chuai, J Pan…",High,No,Not needed,,,,"X Wang, W Guo, X Jiao, Z Jin, C Chuai, J Pan…",,,,,,,No
E103,P01,Body-coupled self-powered piezoresistive sensing for human-machine interaction,2026,Chemical Engineering …,,https://www.sciencedirect.com/science/article/pii/S1385894726078952,,"G Ma, T Zhang, K Ma, S Xiong, M Zhang, C Gu…",Pending,No,Not needed,,,,"G Ma, T Zhang, K Ma, S Xiong, M Zhang, C Gu…",,,,,,,No
E104,P01,Bioinspired static-dynamic fusion sensing for robotic pulse palpation and continuous blood pressure monitoring,2026,Chemical Engineering …,,https://www.sciencedirect.com/science/article/pii/S1385894726059619,,"G Wu, A Liu, Y Dong, Y Luo, C Han, Y Zhang…",Pending,No,Not needed,,,,"G Wu, A Liu, Y Dong, Y Luo, C Han, Y Zhang…",,,,,,,No
E105,P01,A flexible piezoresistive pressure sensor with an interlocking microstructure based on modulated corona electric field,2026,Chemical Engineering …,,https://www.sciencedirect.com/science/article/pii/S1385894726046954,,"C Yu, J Xu, F Lv, B Liu, J Li, X Li, Z Hong, Y Wu…",Pending,No,Not needed,,,,"C Yu, J Xu, F Lv, B Liu, J Li, X Li, Z Hong, Y Wu…",,,,,,,No
E106,P01,Machine learning for enhanced performance of flexible sensors: A review,2026,Applied Materials Today,,https://www.sciencedirect.com/science/article/pii/S2352940726001459,,"F Yang, C Huang, W Li, K Li, S Ding",Medium,No,Not needed,,,,"F Yang, C Huang, W Li, K Li, S Ding",,,,,,,No
E107,P01,Bioinspired Permeable Soft Electronics for Advanced Healthcare Monitoring,2026,Advanced Fiber …,10.1007/s42765-026-00747-6,https://link.springer.com/article/10.1007/s42765-026-00747-6,,"M Yuan, Z Zeng, J Zhao, J Ji, J Liu, Y Sun, T Lin…",Pending,No,Not needed,,,10.1007/s42765-026-00747-6,"M Yuan, Z Zeng, J Zhao, J Ji, J Liu, Y Sun, T Lin…",,,,,,,No
E108,P01,Flexible tactile sensors enabled by biomimetic microstructures: From transduction mechanisms to human-integrated applications,2026,Polymer Testing,,https://www.sciencedirect.com/science/article/pii/S0142941826002333,https://www.sciencedirect.com/science/article/pii/S0142941826002333,"C Wei, J Shi",Low,No,Not needed,,,,"C Wei, J Shi",,,,,,,No
E109,P01,Based on In Situ Electrode Corespun Yarn Ion Sensor and Its Arrayed Fabric for Electrical Impedance Tomography,2025,ACS …,10.1021/acssensors.5c01945,https://pubs.acs.org/doi/abs/10.1021/acssensors.5c01945,,"Y He, J Su, X Niu, T Jia, X Xu, W Liang, Q Wang…",Medium,No,Not needed,,,10.1021/acssensors.5c01945,"Y He, J Su, X Niu, T Jia, X Xu, W Liang, Q Wang…",,,,,,,No
E110,P01,Fabrication of rGO/PDMS Flexible Piezoresistive Sensors and Their Application in Oral Occlusal Force Detection,2025,ACS Applied Electronic …,10.1021/acsaelm.5c01173,https://pubs.acs.org/doi/abs/10.1021/acsaelm.5c01173,,"S Liu, L Gao, B Liu, Y Li, G Yang…",Pending,No,Not needed,,,10.1021/acsaelm.5c01173,"S Liu, L Gao, B Liu, Y Li, G Yang…",,,,,,,No
E111,P01,ZnO Nanostructure-Based Flexible Pressure Sensors Deposited on Filter Paper for Wearable Application,2025,Langmuir,,https://pubs.acs.org/langd5/article/41/20/12819/3744735,,"J Ding, P Zhao, H Chen",High,No,Not needed,,,,"J Ding, P Zhao, H Chen",,,,,,,No
E112,P01,Advancements in Synthesis Strategies and Optoelectronic Applications of Bio‐Based Photosensitive Polyimides,2024,… Journal of Optics,10.1155/2024/5541865,https://onlinelibrary.wiley.com/doi/abs/10.1155/2024/5541865,https://onlinelibrary.wiley.com/doi/pdf/10.1155/2024/5541865,"G Yu, Q Ma, HY Chang, R Zheng…",Pending,No,Not needed,,,10.1155/2024/5541865,"G Yu, Q Ma, HY Chang, R Zheng…",,,,,,,No
E113,P01,A High‐Linearity Flexible Pressure Sensor for Pulse Physiological Signal Monitoring Enabled by Machine Learning,2025,Advanced Materials …,10.1002/admt.202501463,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/admt.202501463,,"Y Lan, G Wu, H Zhang, M Zhu, Y Zhao…",High,No,Not needed,,,10.1002/admt.202501463,"Y Lan, G Wu, H Zhang, M Zhu, Y Zhao…",,,,,,,No
E114,P01,Elm leaf-mimetic micro-ridge structured MXene@ 3DC-CNTs-PDMS composites for high-sensitivity and wide-range flexible piezoresistive sensors,2026,Journal of Materials …,10.1039/D6TA03780A/1284245,https://pubs.rsc.org/ta/article-abstract/doi/10.1039/D6TA03780A/1284245,,"J Chen, H Tuo, X Wu, H Yin, K Hu, X Zhang…",Pending,No,Not needed,,,10.1039/d6ta03780a/1284245,"J Chen, H Tuo, X Wu, H Yin, K Hu, X Zhang…",,,,,,,No
E115,P01,XiangShu Omics: A Framework Based on the Spatio–Temporal Field Rhythms of Human Life and Systems Intelligence Methodology,2026,Engineering,,https://www.sciencedirect.com/science/article/pii/S209580992600113X,https://www.sciencedirect.com/science/article/pii/S209580992600113X,"H Wang, C Yuan, H Zhang, X Wang, H Jia, F Fu…",Pending,No,Not needed,,,,"H Wang, C Yuan, H Zhang, X Wang, H Jia, F Fu…",,,,,,,No
E116,P01,High-resolution flexible tactile sensors,2026,Soft Science,,https://www.oaepublish.com/articles/ss.2026.77?to=comment,https://www.oaepublish.com/articles/ss.2026.77?to=comment,"Z Shen, H Wu, H Yang, K Xu",Low,No,Not needed,,,,"Z Shen, H Wu, H Yang, K Xu",,,,,,,No
E117,P01,Dual-templated hierarchical porous polyimide coatings with improved moisture resistance and mechanical integrity,2026,Progress in Organic …,,https://www.sciencedirect.com/science/article/pii/S0300944026005023,,"Y Ma, S Wang, Y Han, W Wang, Y Xu, Z Wang…",Pending,No,Not needed,,,,"Y Ma, S Wang, Y Han, W Wang, Y Xu, Z Wang…",,,,,,,No
E118,P01,Bridging sensation and actuation: From fundamental architectures to adaptive systems,2026,Chemical Engineering …,,https://www.sciencedirect.com/science/article/pii/S1385894726011447,,"Y Huang, W Zhu, C Yin, S Hu, J Zhou, Z Guo…",Pending,No,Not needed,,,,"Y Huang, W Zhu, C Yin, S Hu, J Zhou, Z Guo…",,,,,,,No
E119,P01,Sensing Systems and Applications,2025,FLEXIBLE SENSORS: Materials …,10.1142/13156,https://www.worldscientific.com/doi/pdf/10.1142/13156#page=278,,"H Niu, P Wang, Y Li, G Shen",Low,No,Not needed,,,10.1142/13156,"H Niu, P Wang, Y Li, G Shen",,,,,,,No
E120,P01,High-density sensor array based on a-IGZO TFT for pressure and light response,2025,… on Electron Devices,,https://ieeexplore.ieee.org/abstract/document/10967554/,,"J Zhang, J Zhou, L Xue, J Dai, X Zhang…",Pending,No,Not needed,,,,"J Zhang, J Zhou, L Xue, J Dai, X Zhang…",,,,,,,No
E121,P01,Microring structure for flexible polymer waveguide-based optical pressure sensing,2023,Optics …,,https://opg.optica.org/abstract.cfm?uri=oe-31-20-33535,https://opg.optica.org/viewmedia.cfm?uri=oe-31-20-33535&seq=0,"H Li, Z Lin, L Cao, F Ren, L Zhang, Y Wang, R Zhao…",Pending,No,Not needed,,,,"H Li, Z Lin, L Cao, F Ren, L Zhang, Y Wang, R Zhao…",,,,,,,No
E122,P01,Modulus difference-induced embedding strategy to construct iontronic pressure sensor with high sensitivity and wide linear response range,2023,Iscience,,https://www.cell.com/iscience/fulltext/S2589-0042(23)01381-0,https://www.cell.com/iscience/pdf/S2589-0042(23)01381-0.pdf,"S Liu, Z Song, M Chen, W Li, Y Ma, Z Liu, Y Bao…",Pending,No,Not needed,,,,"S Liu, Z Song, M Chen, W Li, Y Ma, Z Liu, Y Bao…",,,,,,,No
E123,P01,A flexible ion-electronic sensor device with thermal drift suppression for decoupled pressure-temperature sensing,2026,Science China …,10.1007/s11432-025-4675-6,https://link.springer.com/article/10.1007/s11432-025-4675-6,https://www.sciengine.com/doi/pdf/8D7573158A8A420F8BEFE4FA14CA89F5,"G Wu, H Su, Y Wang, Z Su, J Xu, R Shang…",Pending,No,Not needed,,,10.1007/s11432-025-4675-6,"G Wu, H Su, Y Wang, Z Su, J Xu, R Shang…",,,,,,,No
E124,P01,Ultra-large springback bending strain and its atomistic mechanism in Ni nanowires,2025,Journal of Alloys and …,,https://www.sciencedirect.com/science/article/pii/S0925838824045183,,"YF Zhao, ZX Wang, CP Yang, Y Zhai, SC Mao…",Low,No,Not needed,,,,"YF Zhao, ZX Wang, CP Yang, Y Zhai, SC Mao…",,,,,,,No
E125,P01,Methanol as an anti-solvent to improve the low open-circuit voltage of CsPbBr3 perovskite solar cells prepared with water,2024,Dalton Transactions,,https://pubs.rsc.org/dt/article-abstract/53/11/5180/806887,https://pubs.rsc.org/dt/article-pdf/53/11/5180/9080605/d3dt04192a.pdf,"J Cheng, Z Gui, Y Jiang, J Wang, J Dong",Pending,No,Not needed,,,,"J Cheng, Z Gui, Y Jiang, J Wang, J Dong",,,,,,,No
E126,P01,A High‐Stability Hydrogel Sensor for Pulse Monitoring,2026,Advances in Polymer …,10.1155/adv/7999020,https://onlinelibrary.wiley.com/doi/abs/10.1155/adv/7999020,https://onlinelibrary.wiley.com/doi/pdf/10.1155/adv/7999020,"J Zhou, C Wang, SY Wang, E Yuan…",Pending,No,Not needed,,,10.1155/adv/7999020,"J Zhou, C Wang, SY Wang, E Yuan…",,,,,,,No
E127,P01,A tunable-performance capacitive pressure sensor based on the pneumatically reconfigurable porous-core for human-computer interaction,2026,Sensors and Actuators A: Physical,,https://www.sciencedirect.com/science/article/pii/S092442472600381X,,"J Li, S Li, B Wu, Y Xu",High,No,Not needed,,,,"J Li, S Li, B Wu, Y Xu",,,,,,,No
E128,P01,Nonlinear decoupling study of six-axis acceleration sensor based on improved BP neural network,2025,Sensors,,https://www.mdpi.com/1424-8220/25/7/2280,https://www.mdpi.com/1424-8220/25/7/2280,"J Zhang, C Yu, C Du, Z Hao, Z Sun",Low,No,Not needed,,,,"J Zhang, C Yu, C Du, Z Hao, Z Sun",,,,,,,No
E129,P01,Wrist pulse acquisition system based on MEMS piezoresistive sensor array for health information monitoring,2025,IEEE Sensors …,,https://ieeexplore.ieee.org/abstract/document/10979197/,,"L Huang, X Zhai, P Tian, Z Dai, Y Wang…",Pending,No,Not needed,,,,"L Huang, X Zhai, P Tian, Z Dai, Y Wang…",,,,,,,No
E130,P01,Dialogue-Based Disease Diagnosis Using Hierarchical Reinforcement Learning with Multi-Expert Feedback.,2025,… Journal of Advanced Computer Science & …,,https://openurl.ebsco.com/contentitem/gcd:183591986?sid=ebsco:plink:crawler-gcd&id=ebsco:gcd:183591986&crl=c&jrnl=2158107X,,"S Li, X Sun",High,No,Not needed,,,,"S Li, X Sun",,,,,,,No
E131,P01,Pollen-modified flat silk cocoon pressure sensors for wearable applications,2024,Sensors,,https://www.mdpi.com/1424-8220/24/14/4698,https://www.mdpi.com/1424-8220/24/14/4698,"S Wang, Y Wang, Y Wang, J Liu, F Liu, F Dai, J Li, Z Li",High,No,Not needed,,,,"S Wang, Y Wang, Y Wang, J Liu, F Liu, F Dai, J Li, Z Li",,,,,,,No
E132,P01,Study on Pulse-taking Pressure Sensor based on Surface Acoustic Wave,2026,IEEE Sensors …,,https://ieeexplore.ieee.org/abstract/document/11483308/,https://ieeexplore.ieee.org/iel8/7361/4427201/11483308.pdf,"Y Feng, H Yu, X Yu, B Wang, B Zhang…",Pending,No,Not needed,,,,"Y Feng, H Yu, X Yu, B Wang, B Zhang…",,,,,,,No
E133,P01,From pulse to pixel: artificial intelligence-enhanced pulse diagnosis for cardiovascular diseases,2026,Digital Chinese Medicine,,https://www.sciencedirect.com/science/article/pii/S2589377726000662,https://www.sciencedirect.com/science/article/pii/S2589377726000662,Z Xilong,High,No,Not needed,,,,Z Xilong,,,,,,,No
E134,P01,"Research progress in materials, structures, and multimodal sensing applications of flexible electronic skins",2025,Chinese Science Bulletin,,https://www.sciengine.com/doi/pdf/BE10518A52E842379F602A22D630B067,https://www.sciengine.com/doi/pdf/BE10518A52E842379F602A22D630B067,"P Li, Z Gao, C Liang",Medium,No,Not needed,,,,"P Li, Z Gao, C Liang",,,,,,,No
E135,P01,Conformal Design and Fabrication of Wearable Piezoelectric Sensor Array for Spatiotemporal Distribution of Arterial Pulse Waves,2024,2024 IEEE 37th …,,https://ieeexplore.ieee.org/abstract/document/10439393/,,"L Zhen, Y Zhai, X Zhu, M Xu, Y Li…",High,No,Not needed,,,,"L Zhen, Y Zhai, X Zhu, M Xu, Y Li…",,,,,,,No
E136,P01,From Empirical Wisdom to Computational Intelligence: A Knowledge-Data Dual-Driven Paradigm for Modernizing Traditional Chinese Medicine,2026,Chinese Medicine and Culture,,https://journals.lww.com/cmc/abstract/9900/from_empirical_wisdom_to_computational.167.aspx,https://journals.lww.com/cmc/_layouts/15/oaks.journals/downloadpdf.aspx?an=02104054-990000000-00167,"YOU Fei, S Qiongyan",Low,No,Not needed,,,,"YOU Fei, S Qiongyan",,,,,,,No
E137,P01,Subthreshold Depression Recognition and Correlation Study from Pulse Condition via Stacking Ensemble Algorithm,2024,International Conference on Extended Reality,10.1007/978-981-96-3679-2_12,https://link.springer.com/chapter/10.1007/978-981-96-3679-2_12,,"H Jiang, M Li, Y Gao, P Li",Pending,No,Not needed,,,10.1007/978-981-96-3679-2_12,"H Jiang, M Li, Y Gao, P Li",,,,,,,No
E138,P01,基于 AlGaInP 的黄光单片集成脉搏监测光电传感器,2025,Acta Optica Sinica,,https://www.researching.cn/ArticlePdf/m00006/2025/45/8/0828003.pdf,https://www.researching.cn/ArticlePdf/m00006/2025/45/8/0828003.pdf,"吴冬梅, 葛杭琦, 叶子琪, 王永进, 施政, 高绪敏",Low,No,Not needed,,,,"吴冬梅, 葛杭琦, 叶子琪, 王永进, 施政, 高绪敏",,,,,,,No
